ID,作物名称,种质名称,科名,属名,种名或亚种名,来源地,原产国,原产省,原产地,资源类型,主要特性,生育周期,海拔,经度,纬度,鉴定试验地点,土壤类型,生态系统类型,年均温度,年均降雨量,抗旱性鉴定结果,保存单位,保存资源类型,保存方式,实物状态,共享方式,获取途径,联系方式
YAAS0644,小麦,南漳小火麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,南涧,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0645,小麦,红粉麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,剑川,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0646,小麦,白粉麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,剑川,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0647,小麦,本地大白麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,兰坪,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0648,小麦,本地花壳麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,兰坪,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0649,小麦,怒江小麦-1,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,贡山,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0650,小麦,怒江小麦新类型,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,贡山,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0651,小麦,落通铁壳麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,维西,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期强抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0652,小麦,高山小麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,中甸（香格里拉),中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0653,小麦,五井小麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,中甸（香格里拉),中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0654,小麦,五井小麦(黑长芒),Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,中甸（香格里拉),中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0655,小麦,格咱麦(红壳),Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,中甸（香格里拉),中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0656,小麦,长芒格咱麦(白底黑壳),Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,中甸（香格里拉),中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0657,小麦,长芒格咱麦(白壳黑边),Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,中甸（香格里拉),中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期中抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0658,小麦,高秆格咱麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,中甸（香格里拉),中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0659,小麦,金江大颗麦,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,中甸（香格里拉),中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期高抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0660,小麦,猪麦-1,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,德钦,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0661,小麦,大颗麦,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,德钦,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期中抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0662,小麦,小白麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,德钦,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期高抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0663,小麦,小白麦(有毛白壳),Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,德钦,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0664,小麦,黑芒大颗麦,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,德钦,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0665,小麦,红麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,德钦,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期高抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0666,小麦,德鲁小麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,德钦,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期高抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0667,小麦,布松,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,德钦,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期中抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0668,小麦,反修大颗麦,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,德钦,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期高抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0669,小麦,前进大颗麦,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,德钦,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期高抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0670,小麦,长芒石扁头(短曲),Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,呈贡,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期高抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0671,小麦,背子麦(无芒),Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,思茅,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期高抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0672,小麦,短芒麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,鲁甸,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0673,小麦,老玉麦,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,保山（隆阳区),中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期高抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0674,小麦,圆锥小麦,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,云县,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期强抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0675,小麦,西方麦,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,石屏,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期中抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0676,小麦,春麦,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,曲靖（麒麟区),中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期高抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0677,小麦,春麦-1,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,曲靖（麒麟区),中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0678,小麦,春麦-2,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,曲靖（麒麟区),中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0679,小麦,三粒寸,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,保山（隆阳区),中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期强抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0680,小麦,黑芒三粒寸,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,保山（隆阳区),中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0681,小麦,长粒麦,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,安宁,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0682,小麦,硬粒小麦,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,宜良,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期强抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0683,小麦,黑壳圆锥小麦-1,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,保山（隆阳区),中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0684,小麦,大灰麦,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,新平,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期强抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0685,小麦,云麦20号,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,昆明,中国,云南,云南,育成品种,抗逆（旱、病)高产,一年生,,,,云南昆明,红壤,,,,全生育期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0686,小麦,云麦27号,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,昆明,中国,云南,云南,育成品种,抗逆（旱、病)高产,一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0687,小麦,云麦29号,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,昆明,中国,云南,云南,育成品种,抗逆（旱、病)高产,一年生,,,,云南昆明,红壤,,,,全生育期高抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0688,小麦,云南778,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,昆明,中国,云南,云南,育成品种,抗逆（旱、病)高产,一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0689,小麦,原墨1号,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,昌宁,中国,云南,云南,育成品种,抗逆（旱、病)高产,一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0690,小麦,大粒麦,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,临沧,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期强抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0691,小麦,南原1号,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,石屏,中国,云南,云南,育成品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0692,小麦,36-428,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,昆明,中国,云南,云南,育成品种,抗逆（旱、病)高产,一年生,,,,云南昆明,红壤,,,,全生育期中抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0693,小麦,农选3号,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,保山（隆阳区),中国,云南,云南,育成品种,抗逆（旱、病)高产,一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0694,小麦,永德红硬壳,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,永德,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0695,小麦,铁壳麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,澜沧,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期高抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0696,小麦,临沧铁壳麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,临沧,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期中抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0697,小麦,铁壳麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,双江,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期中抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0698,小麦,铁壳麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,双江,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0699,小麦,铁壳麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,澜沧,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0700,小麦,永德红硬壳麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,永德,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期强抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0701,小麦,凤庆硬壳麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,凤庆,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0702,小麦,凤庆硬壳麦,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum （普通小麦）,凤庆,中国,云南,云南,地方品种,抗逆（旱、病),一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0703,小麦,812-244,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,昆明,中国,云南,云南,育成品种,高产综合性状好,一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0704,小麦,822-698,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,昆明,中国,云南,云南,育成品种,高产综合性状好,一年生,,,,云南昆明,红壤,,,,全生育期中抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0705,小麦,832-63,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,昆明,中国,云南,云南,育成品种,高产综合性状好,一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0706,小麦,832-714,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,昆明,中国,云南,云南,育成品种,高产综合性状好,一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0707,小麦,852-18,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,昆明,中国,云南,云南,育成品种,高产综合性状好,一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0708,小麦,852-192,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,昆明,中国,云南,云南,育成品种,高产综合性状好,一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0709,小麦,862-103,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,昆明,中国,云南,云南,育成品种,高产综合性状好,一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0710,小麦,862-753,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,昆明,中国,云南,云南,育成品种,高产综合性状好,一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0711,小麦,云植803,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,昆明,中国,云南,云南,育成品种,抗逆（旱、病)高产,一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0712,小麦,滇801,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,曲靖（麒麟区),中国,云南,云南,育成品种,抗逆（旱、病)高产,一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0713,小麦,靖麦2号,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,曲靖（麒麟区),中国,云南,云南,育成品种,抗逆（旱、病)高产,一年生,,,,云南昆明,红壤,,,,全生育期中抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0714,小麦,滇103,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,陆良,中国,云南,云南,育成品种,抗逆（旱、病)高产,一年生,,,,云南昆明,红壤,,,,全生育期高抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0715,小麦,昆79-580-1,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,昆明,中国,云南,云南,育成品种,高产综合性状好,一年生,,,,云南昆明,红壤,,,,全生育期中抗,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0716,小麦,7612-3,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,昆明,中国,云南,云南,育成品种,抗逆（旱、病)高产,一年生,,,,云南昆明,红壤,,,,全生育期弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0717,小麦,中引779黑芒,Gramineae(禾本科),Triticum L.（小麦属）,T.turgidum（圆锥小麦）,昆明,中国,云南,云南,育成品种,抗逆（旱、病)高产,一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
YAAS0718,小麦,SON64,Gramineae(禾本科),Triticum L.（小麦属）,Triticum aestivum L.普通小麦）,昆明,中国,云南,云南,育成品种,抗逆（旱、病)高产,一年生,,,,云南昆明,红壤,,,,全生育期极弱,云南省农业科学院生物技术与种质资源研究所,种子,库,好,公益共享,现场获取,伍少云，云南省农业科学院生物技术与种质资源研究所，650223
